# Format: oryginał;tłumaczenie;timestamp;epizod
# Linie zaczynające się od # są ignorowane.
# Każdy epizod powinien zawierać co najmniej 20 haseł.

# ── Epizod 1: Dom i rodzina ──────────────────────────────────────
What you need is good quality core ingredients.;Potrzebujesz wysokiej jakości podstawowych składników.;1:01;1
We use free-range pork.;Używamy wieprzowiny z wolnego wybiegu.;1:06;1
We use our own seasoning.;Używamy własnych przypraw.;1:08;1
We make our own pastry.;Sami robimy ciasto.;1:09;1
That's why our pork pies are the best in York.;Dlatego nasze pork pie są najlepsze w Yorku.;1:11;1
Yorkshire pudding is a batter cooked in the oven.;Yorkshire pudding to ciasto (płynne) pieczone w piekarniku.;1:23;1
There are so many things to see.;Jest tak wiele rzeczy do zobaczenia.;1:38;1
Definitely the Minster.;Zdecydowanie Minster.;1:36;1
There aren't any Vikings in London and Oxford.;W Londynie i Oksfordzie nie ma wikingów.;1:55;1
When the Romans were here, it was called Eboracum.;Kiedy byli tu Rzymianie, nazywało się Eboracum.;2:03;1
The Anglo-Saxons called it Eoforwic.;Anglosasi nazywali je Eoforwic.;2:09;1
The Vikings called it Jorvik.;Wikingowie nazywali je Jorvik.;2:12;1
York comes from the Viking word Jorvik.;Nazwa York pochodzi od wikińskiego słowa Jorvik.;2:21;1
We are proud to be Yorkshire.;Jesteśmy dumni z bycia z Yorkshire.;2:39;1
People are generally very nice.;Ludzie są ogólnie bardzo mili.;2:41;1
People feel very comfortable here.;Ludzie czują się tu bardzo komfortowo.;3:01;1
There is a lot of variety here.;Jest tu dużo różnorodności.;3:09;1
There is a lot of history here.;Jest tu dużo historii.;3:32;1
Guy Fawkes was born here.;Guy Fawkes urodził się tutaj.;3:43;1
It's traditional England.;To jest tradycyjna Anglia.;3:52;1
It's a very historic city.;To bardzo historyczne miasto.;4:19;1
It's friendly and has good beer.;Jest przyjazne i ma dobre piwo.;4:23;1
It has lovely surroundings.;Ma piękne otoczenie.;4:25;1
core ingredients;podstawowe składniki;1:01;1
free-range pork;wieprzowina z wolnego wybiegu;1:06;1
seasoning;przyprawy;1:08;1
pastry;ciasto (np. kruche);1:09;1
pork pie;angielski pasztet w cieście;1:10;1
batter;ciasto płynne (np. naleśnikowe);1:23;1
cooked in the oven;pieczone w piekarniku;1:25;1
things to see;rzeczy do zobaczenia;1:38;1
the Minster;katedra (York Minster);1:36;1
Viking Centre;centrum wikingów (muzeum);1:41;1
Anglo-Saxons;Anglosasi;1:59;1
Romans;Rzymianie;2:03;1
to be called;nazywać się;2:03;1
Jorvik;Jorvik (stara nazwa Yorku);2:12;1
to come from;pochodzić z;2:21;1
proud;dumny;2:39;1
look after;dbać o;2:35;1
generally;ogólnie;2:41;1
homely;przytulny;2:48;1
helpful;pomocny;2:50;1
comfortable;komfortowy;3:01;1
get trapped;utknąć / „wciągnąć się" gdzieś;3:06;1
a lot of variety;duża różnorodność;3:09;1
not accepting;nieakceptujący;3:12;1
historical;historyczny;3:32;1
surroundings;otoczenie;4:25;1

# ── Epizod 2: Jedzenie i napoje ─────────────────────────────────
I'm from the northwest of England, but I live in London.;Pochodzę z północno-zachodniej Anglii, ale mieszkam w Londynie.;0:25;2
I love how diverse it is.;Uwielbiam to, jak bardzo jest różnorodne.;0:28;2
You can walk out of your door every day and find something completely different to do.;Możesz codziennie wyjść z domu i znaleźć coś zupełnie innego do zrobienia.;0:31;2
It's very varied.;Jest bardzo zróżnicowane.;0:37;2
It's like a hundred different cities in London.;To jak sto różnych miast w jednym Londynie.;0:39;2
It's kind of a confederation of places.;To coś w rodzaju zbioru różnych miejsc.;0:43;2
The world is your oyster.;Świat stoi przed tobą otworem.;0:46;2
London is now the capital of the world.;Londyn jest teraz stolicą świata.;0:57;2
I love the hustle and bustle of it.;Uwielbiam jego zgiełk.;0:59;2
There's always something going on.;Zawsze coś się dzieje.;1:02;2
People come from all over the world.;Ludzie przyjeżdżają z całego świata.;1:10;2
You can meet interesting people.;Możesz spotkać ciekawych ludzi.;1:11;2
I grew up in London.;Dorastałem w Londynie.;1:20;2
You are surrounded by it constantly.;Jesteś tym cały czas otoczony.;1:35;2
It's something that you take for granted.;To coś, co bierzesz za pewnik.;1:43;2
There's nowhere else in the world quite like it.;Nie ma drugiego takiego miejsca na świecie.;1:48;2
It's a cosmopolitan city.;To kosmopolityczne miasto.;1:53;2
There are lots of different ethnic groups.;Jest wiele różnych grup etnicznych.;1:56;2
It's a very beautiful city.;To bardzo piękne miasto.;2:01;2
There are lots of things to do.;Jest mnóstwo rzeczy do zrobienia.;2:02;2
The food is amazing.;Jedzenie jest niesamowite.;2:06;2
First of all, you have to do your research.;Przede wszystkim musisz zrobić research.;2:10;2
It's a massive city.;To ogromne miasto.;2:13;2
You can easily get lost.;Możesz łatwo się zgubić.;2:14;2
You can feel intimidated.;Możesz poczuć się onieśmielony.;2:15;2
You have to do your research.;Musisz zrobić research.;2:23;2
Just walk around and get to know the city.;Po prostu chodź i poznawaj miasto.;2:46;2
Get a feel for the city.;Poczuj klimat miasta.;2:48;2
Go to as many different areas as possible.;Odwiedź jak najwięcej różnych dzielnic.;2:50;2
The markets are really cool.;Targi są naprawdę świetne.;2:56;2
A mix of touristy and local stuff is really fun.;Mieszanka turystycznych i lokalnych rzeczy jest naprawdę fajna.;3:01;2
It's about walking around the city.;Chodzi o chodzenie po mieście.;3:18;2
They are self-contained.;Są zamknięci w sobie.;3:26;2
They don't interact with you very much.;Nie wchodzą zbyt często w interakcje.;3:28;2
They are generally very friendly and helpful.;Ogólnie są bardzo mili i pomocni.;3:33;2
It's a very difficult question.;To bardzo trudne pytanie.;3:38;2
It's hugely multicultural.;Jest ogromnie wielokulturowe.;3:49;2
They are open-minded.;Są otwarci.;3:51;2
They are laid-back.;Są wyluzowani.;3:55;2
They are very dynamic people.;Są bardzo dynamiczni.;3:59;2
They can be quite busy.;Mogą być bardzo zajęci.;4:16;2
They can be quite cold.;Mogą być dość chłodni.;4:26;2
That's what makes London great.;To właśnie sprawia, że Londyn jest świetny.;4:36;2
diverse;różnorodny;0:28;2
walk out of your door;wyjść z domu;0:31;2
completely different;zupełnie inny;0:34;2
varied;zróżnicowany;0:37;2
confederation of places;zbiór różnych miejsc;0:43;2
the world is your oyster;świat stoi przed tobą otworem;0:46;2
the capital of the world;stolica świata;0:57;2
hustle and bustle;zgiełk miasta;0:59;2
there's always something going on;zawsze coś się dzieje;1:02;2
all over the world;z całego świata;1:10;2
diversity;różnorodność;1:15;2
grow up;dorastać;1:34;2
surrounded by;otoczony przez;1:35;2
take for granted;brać za pewnik;1:43;2
nowhere else in the world;nie ma nigdzie indziej na świecie;1:48;2
cosmopolitan;kosmopolityczny;1:53;2
ethnic groups;grupy etniczne;1:56;2
do your research;zrobić research / przygotować się;2:10;2
massive city;ogromne miasto;2:13;2
get lost;zgubić się;2:14;2
feel intimidated;czuć się onieśmielonym;2:15;2
wander around;spacerować bez celu;2:43;2
get a feel for the city;wyczuć klimat miasta;2:48;2
markets;rynki / targi;2:56;2
self-contained;zamknięty w sobie;3:26;2
open-minded;otwarty;3:51;2
laid-back;wyluzowany;3:55;2
dynamic;dynamiczny;3:59;2



# ── Epizod 3: What do you know about Germany? ─────────────────────────────────
welcome back another episode of easy English;witamy ponownie w kolejnym odcinku Easy English;00:00;3
we're going to walk around and ask people what they know about Germany;będziemy chodzić i pytać ludzi co wiedzą o Niemczech;00:03;3
looking forward to some interesting results;czekamy na ciekawe odpowiedzi;00:08;3
it's not a place that I've ever been to;to nie jest miejsce, w którym kiedykolwiek byłem;00:27;3
I have heard it's a very nice place to visit;słyszałem, że to bardzo miłe miejsce do odwiedzenia;00:30;3
it's very wealthy isn't it;jest bardzo bogate, prawda;00:39;3
you've just reelected Angela Merkel haven't you;niedawno ponownie wybraliście Angelę Merkel, prawda;00:46;3
you're better than us at football;jesteście lepsi od nas w piłce nożnej;01:00;3
the Germans always come out and put the towels down first before you get there;Niemcy zawsze przychodzą wcześniej i kładą ręczniki zanim ty zdążysz;01:13;3
what comes into your head when I say Germany;co przychodzi ci do głowy gdy mówię Niemcy;01:22;3
Oktoberfest;Oktoberfest;01:32;3
have you been to Oktoberfest;czy byłeś na Oktoberfest;01:33;3
I didn't get really drunk;nie upiłem się bardzo;01:37;3
I think if I was there I'd find it quite difficult to resist big liters of beer;myślę, że gdybym tam był, trudno byłoby mi się oprzeć dużym kuflom piwa;01:41;3
I thought it was very good;uważam, że było bardzo dobre;02:00;3
it was all rebuilt after the war;wszystko zostało odbudowane po wojnie;02:02;3
the first thing is the food;pierwsza rzecz to jedzenie;02:11;3
sausages;kiełbasy;02:15;3
I think of the war;myślę o wojnie;02:22;3
I think of the 1966 World Cup;myślę o Mistrzostwach Świata 1966;02:24;3
we've been there;byliśmy tam;02:30;3
the German people are very hospitable;niemieccy ludzie są bardzo gościnni;02:33;3
we all descend from the same Anglo-Saxon race;wszyscy pochodzimy z tej samej rasy anglosaskiej;02:37;3
Germany's position in Europe as the leading voice under Angela Merkel;pozycja Niemiec w Europie jako głównego głosu pod przywództwem Angeli Merkel;02:56;3
one of the things I liked was the tolerance and openness;jedną z rzeczy które mi się podobały była tolerancja i otwartość;03:07;3
the cars are good;samochody są dobre;03:11;3
Mercedes and BMW are brilliant cars;Mercedes i BMW to świetne samochody;03:13;3
if I had the choice I would have a Mercedes;gdybym miał wybór wybrałbym Mercedesa;03:19;3
episode;odcinek;00:00;3
to walk around;chodzić / spacerować;00:03;3
to ask;pytać;00:03;3
to know about;wiedzieć o;00:03;3
to look forward to;czekać na coś;00:08;3
results;wyniki / rezultaty;00:08;3
place;miejsce;00:27;3
to visit;odwiedzać;00:30;3
wealthy;bogaty;00:39;3
to reelect;wybrać ponownie;00:46;3
football;piłka nożna;01:00;3
towel;ręcznik;01:13;3
to put down;położyć;01:13;3
first;najpierw;01:13;3
head;głowa / myśl;01:22;3
Oktoberfest;Oktoberfest;01:32;3
to get drunk;upić się;01:37;3
to resist;oprzeć się;01:41;3
beer;piwo;01:41;3
to rebuild;odbudować;02:02;3
war;wojna;02:02;3
food;jedzenie;02:11;3
sausages;kiełbasy;02:15;3
to think of;myśleć o;02:22;3
World Cup;Mistrzostwa Świata;02:24;3
hospitable;gościnny;02:33;3
to descend from;pochodzić od;02:37;3
position;pozycja;02:56;3
leading;wiodący;02:56;3
tolerance;tolerancja;03:07;3
openness;otwartość;03:07;3
cars;samochody;03:11;3
brilliant;świetny;03:13;3
choice;wybór;03:19;3

# ── Epizod 4: 10 British English SECRETS Only Natives Know | Easy English 124 ─────────────────────────────────
hiya welcome to easy english;cześć, witajcie w easy english;0:00;4
we're back from our week's holiday;wróciliśmy z naszego tygodniowego urlopu;0:01;4
whilst we were away we wrote to you;podczas gdy byliśmy na wyjeździe, napisaliśmy do was;0:04;4
you responded what kind of episode you'd like next;odpowiedzieliście, jaki odcinek chcielibyście zobaczyć następny;0:06;4
today i want to show you 10 english secrets;dzisiaj chcę pokazać wam 10 angielskich sekretów;0:08;4
these secrets are going to range from hand gestures to text slang;te sekrety będą obejmować od gestów rękami po slang tekstowy;0:13;4
these are 10 english secrets that only natives know;oto 10 angielskich sekretów, które znają tylko native speakerzy;0:20;4
cheers can be used to say hello goodbye and thank you;słowo cheers może oznaczać cześć, do widzenia i dziękuję;0:52;4
you won't go one day without hearing this being said to you;nie minie dzień bez usłyszenia tego słowa;0:56;4
this hand gesture is used to tell someone something is very expensive;ten gest ręką służy do pokazania, że coś jest bardzo drogie;1:25;4
its main purpose is to signify money;jego głównym znaczeniem jest wskazywanie na pieniądze;1:31;4
this hand gesture is a sign that you are okay or good;ten gest oznacza, że wszystko jest w porządku;2:47;4
if i told you i wanted to meet you at half four;jeśli powiedziałbym że chcę się spotkać o half four;3:21;4
the correct answer is 4 30;poprawna odpowiedź to 4:30;4:31;4
in england half four means half past four;w anglii half four oznacza wpół do piątej (czyli 4:30);4:45;4
to pop is a really common informal verb that brits use all the time;pop to bardzo popularny nieformalny czasownik używany przez brytyjczyków;5:01;4
you can use it to describe going somewhere;można go używać do opisania pójścia gdzieś;5:07;4
brits love to shorten and combine words;brytyjczycy uwielbiają skracać i łączyć słowa;5:21;4
want to going to and have to can be shortened;want to going to i have to można skracać;5:28;4
they become wanna gonna and hafta;stają się wanna gonna i hafta;5:35;4
if you receive a message from a brit you might see x at the end;jeśli dostaniesz wiadomość od brytyjczyka możesz zobaczyć x na końcu;6:40;4
these x represent kisses;te x oznaczają pocałunki;6:44;4
circles can represent hugs;kółka mogą oznaczać przytulenia;6:53;4
brits like to add ie or y to create informal words;brytyjczycy lubią dodawać ie lub y aby tworzyć nieformalne słowa;7:00;4
this creates familiar and endearing expressions;to tworzy znajome i ciepłe wyrażenia;7:08;4
we have many words to describe being drunk;mamy wiele słów opisujących bycie pijanym;8:01;4
most nouns can be turned into adjectives to describe being drunk;większość rzeczowników można zamienić w przymiotniki opisujące stan upojenia;8:07;4
i hope you enjoyed this episode;mam nadzieję że podobał wam się ten odcinek;8:50;4
let us know if you figured out any secrets;dajcie znać czy odkryliście jakieś sekrety;8:53;4
we will see you next week;do zobaczenia w przyszłym tygodniu;8:57;4
cheers;dzięki / cześć / na zdrowie;0:52;4
hand gesture;gest ręką;1:25;4
to signify;oznaczać / symbolizować;1:31;4
expensive;drogi;1:28;4
money;pieniądze;1:33;4
to rub;pocierać;1:37;4
okay;w porządku;2:47;4
to ascend;wznosić się;3:06;4
to descend;opadać / schodzić w dół;3:08;4
half four;wpół do piątej (4:30);3:21;4
cultural difference;różnica kulturowa;4:36;4
to pop (somewhere);wyskoczyć gdzieś (na chwilę);5:01;4
informal;nieformalny;5:04;4
to shorten;skracać;5:21;4
to combine;łączyć;5:21;4
wanna;chcę (forma potoczna od want to);5:35;4
gonna;zamierzam (forma potoczna od going to);5:36;4
hafta;muszę (forma potoczna od have to);5:36;4
message;wiadomość;6:40;4
kiss;pocałunek;6:44;4
hug;przytulenie;6:53;4
suffix;sufiks / końcówka;7:03;4
diminutive;zdrobnienie;7:09;4
endearing;uroczy / ciepły;7:06;4
drinkie;drineczek (zdrobnienie);7:13;4
doggy;piesek;7:16;4
granny;babcunia / babcia;7:17;4
thingy;to coś / cosiek;7:18;4
alcohol;alkohol;7:46;4
drunk;pijany;8:01;4
buzzed;lekko wstawiony;8:17;4
hammered;zalany / pijany w sztok;8:25;4
wasted;zalany / kompletnie pijany;8:46;4
wrecked;zniszczony / pijany;8:47;4

# ── Epizod 5: The "DON'Ts" of UK Culture | Easy English 125 ─────────────────────────────────
a few weeks back i made an episode on things not to do in the uk;kilka tygodni temu zrobiłem odcinek o tym czego nie robić w uk;0:26;5
it got me wondering what do the people of brighton think;to skłoniło mnie do zastanowienia się co myślą mieszkańcy brighton;0:31;5
what is the biggest not to do in the uk;co jest największym zakazem w uk;0:34;5
please don't forget to like and subscribe;nie zapomnijcie polubić i zasubskrybować;0:37;5
you must never stand on the left of an escalator;nigdy nie stój po lewej stronie na schodach ruchomych;0:49;5
especially in the london underground;szczególnie w londyńskim metrze;0:52;5
everyone hates it when you do that;wszyscy tego nienawidzą gdy to robisz;0:54;5
don't jump forward in a queue;nie wciskaj się w kolejkę;1:03;5
queue in a nice neat order;ustawiaj się w kolejce w uporządkowany sposób;1:07;5
never say pants instead of trousers;nigdy nie mów pants zamiast trousers;1:10;5
pants are underwear;pants oznacza bieliznę;1:20;5
we always say sorry automatically;zawsze automatycznie mówimy przepraszam;1:40;5
it is a reflex response;to jest odruchowa reakcja;1:50;5
we apologise frequently in our culture;w naszej kulturze często przepraszamy;2:20;5
you can over apologise all you want;możesz przepraszać ile chcesz;2:49;5
you have to stand on the right and walk on the left;trzeba stać po prawej i iść po lewej stronie;2:55;5
it is very busy in london;w londynie jest bardzo tłoczno;3:01;5
you will probably get into an argument;prawdopodobnie wdasz się w kłótnię;3:10;5
people might tell you to move out of the way;ludzie mogą ci powiedzieć żebyś się przesunął;3:18;5
argy bargy means a quarrel or a fight;argy bargy oznacza kłótnię lub bójkę;3:32;5
brits are quite passive aggressive;brytyjczycy są dość pasywno-agresywni;4:26;5
you would definitely hear some tuts;na pewno usłyszysz westchnienia niezadowolenia;4:31;5
someone might say something;któraś osoba może coś powiedzieć;4:35;5
it depends on my mood;to zależy od mojego nastroju;4:38;5
that is rubbish;to jest beznadziejne;4:48;5
people walk fast and speak fast in big cities;ludzie w dużych miastach chodzą szybko i mówią szybko;5:24;5
people do not have time to say hello or goodbye;ludzie nie mają czasu mówić dzień dobry ani do widzenia;5:27;5
it is a reflex of politeness;to jest odruch uprzejmości;6:40;5
brits can be overly polite;brytyjczycy mogą być przesadnie uprzejmi;6:56;5
someone could bump into me and i would apologise;ktoś może na mnie wpaść a ja i tak przeproszę;6:59;5
it just slips out;to po prostu samo wychodzi;7:15;5
sorry is probably the easiest word to say;sorry to prawdopodobnie najłatwiejsze słowo do powiedzenia;7:27;5
brits are known for being passive aggressive;brytyjczycy są znani z bycia pasywno-agresywnymi;7:39;5
they would say something sarcastic;mogą powiedzieć coś sarkastycznego;7:57;5
queuing is very important in british culture;kolejkowanie jest bardzo ważne w brytyjskiej kulturze;8:44;5
people in london are always in a rush;ludzie w londynie są zawsze w pośpiechu;8:24;5
queue;kolejka;1:03;5
to queue;stać w kolejce;1:07;5
escalator;schody ruchome;0:49;5
london underground;metro londyńskie;0:52;5
to jump the queue;wepchnąć się w kolejkę;1:03;5
trousers;spodnie;1:10;5
pants;bielizna;1:20;5
underwear;bielizna;1:20;5
reflex;odruch;1:50;5
to apologise;przepraszać;2:20;5
overly polite;przesadnie uprzejmy;6:56;5
to bump into;wpaść na kogoś;6:59;5
passive aggressive;pasywno-agresywny;4:26;5
to tut;cmokać z dezaprobatą;4:31;5
argument;kłótnia;3:10;5
argy bargy;kłótnia / przepychanka;3:32;5
to barge;wpadać / przepychać się;3:18;5
rubbish;beznadziejne / śmieci;4:48;5
sarcastic;sarkastyczny;7:57;5
in a rush;w pośpiechu;8:24;5
politeness;uprzejmość;6:40;5
to slip out;wymknąć się (np. słowo);7:15;5
mood;nastrój;4:38;5
confidence;pewność siebie;0:00;5